,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
0.0,-0.09949440721952983,0.7802363533758768,-0.23490761726622889,-0.20808913333660764,0.16386401461817737,0.3937130616882811,1.0858516029521506,0.640387419622229
0.00390625,1.185874669321694,0.35222112001770306,0.4419309817575176,0.832303453284476,0.8934448963804589,0.6015545420401602,2.4331176251608126,0.7981172311536034
0.0078125,0.6976259409641645,0.5812124314287092,1.243668325191026,1.187915555968579,0.7715737966098428,0.7548825548732445,1.8005420542948953,1.7842274279895332
0.01171875,1.4507909134386396,1.0892542739656597,1.5545617513152858,2.292025693431555,0.7609613119411176,0.6815992344587769,3.0285939575812098,1.2896684347662262
0.015625,0.8005932658901664,-0.22834559660943343,0.5932803151098969,0.6820363194669828,0.4219038607910678,1.1129832550083898,2.9114773710671447,1.1985146260194761
0.01953125,1.0134410734870638,1.1889368172992587,0.8229949832333935,0.1509138967025439,-0.2155591899951521,-0.028425028520275397,3.635013528281644,-0.17968023087118629
0.0234375,0.9097931603599554,0.5983521415905395,0.25123834322530364,-0.9999597646327181,0.9589223270002801,-0.26239336004699576,3.519854377302436,-0.9996949723156627
0.02734375,-0.9098661887312162,0.7307498245131485,0.31538859202470604,-1.8138778156622413,-1.0945145044893223,0.8193268587352098,2.716896854803271,-0.5912828858423536
0.03125,-1.4514328081210266,1.0170322725931262,0.21299472365033445,-1.213874044425297,-0.2504157083236851,-0.18013360670215037,1.7469687015387676,-0.4484860066515028
0.03515625,-0.641084621346802,-0.22369488523938436,-0.6929150329973465,-0.10451478005268011,-0.6936878827519297,-0.6958375370579449,1.0611510499280365,-0.6189429607447331
0.0390625,-1.3903937002653102,-0.43750820973492033,-1.1782924174247014,-0.2924349892639087,-0.9962027919369587,-0.02965740342579193,2.3821482847030366,-0.06413794112794588
0.04296875,-1.0982679656135845,-1.155409963421634,-1.3007453405601317,0.4206528873986518,-1.3179776118760476,-0.928673873438086,1.7769846771291387,0.6667433522649744
