,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
0.0,0.03507647479214819,0.562605200656374,-0.05446280488106188,0.3709135020474538,-0.5826688429545471,0.5548815636486768,0.7077147198880541,0.280161726622298
0.00390625,-0.6115451177228808,0.3206540814915058,0.17470606227143126,0.8795483223732273,0.11990772205211989,0.05210649237010268,-0.3067839066396412,-0.09370559452527397
0.0078125,1.0283713898680795,0.8278647957942231,0.49057010323517636,0.0019888837040242247,-0.17573552825516003,1.117901662661979,0.6088388025654855,0.18895036169237844
0.01171875,0.5103257779171946,0.8656103321734122,0.2869380395896302,0.35893727585433527,0.3674928717054494,0.8140067930046944,0.5948068584097279,-0.003287014958340495
0.015625,1.3058339935961505,-0.4652226963608782,1.485337010573824,1.3654604082814839,0.22577382424669645,0.6794978652457165,1.4389577091198462,0.8218795924788095
0.01953125,1.0143667783516044,1.6540694397839222,0.7411092827978214,1.4425927203555062,1.899730981008615,0.4387665428173051,1.2451666100860614,1.5388022541667428
0.0234375,0.5547555399433799,0.4313787821556068,1.2056502858631832,1.7232456729348933,0.868213812966012,1.0932715488491347,0.28027477109897525,0.7812478893988896
0.02734375,0.9825589772448114,0.4218826680718881,1.5723071774993849,0.9470523426887814,1.3513730359532181,0.15291177684552795,0.7398162443050235,1.2770908977992448
0.03125,1.2994881607853692,0.5171094302413339,1.1548742963282124,0.09982349871585827,0.33256255155337167,0.12661198482047692,0.505272156564961,1.3660213501417364
0.03515625,-0.16492052865911355,1.0675651308838696,1.073500821828397,0.5152625280416827,1.561943839423674,0.5834228294459295,1.641006292510543,-0.4112256710536246
0.0390625,0.43686020743614934,1.0377299152907886,1.243945036358896,-0.10551044483974248,0.3497117631197202,0.8128802942939073,0.60598796076656,1.4960010669966262
0.04296875,-0.5221574296531989,0.6938217997006476,0.4803099966351745,0.7076474214036034,-0.27624247912272165,0.3310326178031866,0.04920221947768634,1.1935671253333724
0.046875,0.5457615106367948,0.13909882426886847,0.6558410228759174,-0.24439924068552468,0.4937610658925233,0.36575349931049567,0.2500334711374357,0.22280287141609822
0.05078125,-1.4700661980855934,0.21897174223390342,0.4792269635011354,0.3452481859379151,0.6071636892480156,-1.065366607138465,0.8031627677358184,1.491407768917049
0.0546875,0.06952951493936987,-0.2867822699898842,-0.34968719285201755,-0.8180978247257705,-0.2866313640563837,-1.098979688300058,-1.1507113322754128,0.3639031442274331
0.05859375,-0.3139963313135219,0.4261261194143394,-0.09873240316683302,-1.052156891583349,-0.8180285242911711,-0.8566934891976826,-1.0490755419186848,-0.677018373752726
0.0625,-1.8533043116346803,-0.36398990279741233,-0.14322441724238616,-0.8593927890304106,-1.2233358377377712,-0.7058643572918389,-1.0252144048602796,-0.07594104529753903
0.06640625,-1.900995576006069,-0.7761359860998801,-0.49190298299518925,0.15682575837618962,-0.3111014541062028,-1.1550324737901305,-0.7337863944697943,-0.39394067456588117
0.0703125,0.2845679579989586,-0.9217031240351803,-1.4709851156962945,-2.053173486860482,-1.1243594105671058,-0.9419877681317244,-1.2307310308976382,-0.7795319549965243
0.07421875,-0.7401143141397135,-0.7790357061962272,-0.7479566059374531,-1.4146729563769975,-0.4456963262002491,-1.2394188596924873,-1.0976517947977038,-1.5880266822662517
0.078125,-0.479010150239603,-0.9872597003481967,-0.898029600462503,-1.4900205821028154,0.07307354080734352,-0.5571375713862327,-1.3422281510902403,-0.7355624282132076
0.08203125,-0.36067301037412225,-1.3909054558431724,-1.62072237043725,-0.18163629314222407,-0.5848601647392331,-1.696381667189294,0.2648422811653378,-0.9292880642404984
0.0859375,0.2873673133502556,-0.9044429845773099,-0.707485581003295,-1.1668766619397228,-1.6155725647576644,-0.09239654704373745,0.5414208345171136,-0.5743489780022842
0.08984375,-0.013413606980501203,-1.8011141449241936,-0.5475479521726181,-0.40511565684285356,0.030528484006052292,-0.5315652154582676,1.2422804951655688,-0.23033180324259017
0.09375,0.4571307723978182,-1.140824432119429,-0.26911812060135865,-0.03526123230149618,0.7764663557569228,-0.41747360853888993,1.0432056506886345,-0.20208921955076398
0.09765625,1.1483244666179586,-0.8823033160729757,-0.30591978887598703,0.5644081036260139,0.6665432680823646,-0.11838246810662303,0.7565241471277784,-0.21649500865378704
0.1015625,0.9967525880165271,-0.3285266611401375,0.6619675422797064,-0.6712808536567524,0.14205360070617395,-0.18034410061797368,1.6951555974295895,0.1524226047897897
0.10546875,-0.005026869511497334,-1.5526244688645991,0.003412846588527113,0.39832093423697623,1.1559449739086376,0.6724614614119279,2.359837952094674,-0.273558815323738
0.109375,1.5200383673458209,-0.4203974837140218,0.7434187209376091,0.2520176433706274,0.8673734225433347,0.2817074829587693,2.1687893360312644,0.04396109089477984
0.11328125,0.6614860353417905,-0.3591712925264536,0.34629012754455424,1.0299892776956114,-0.7953392318720035,0.7319404939961043,2.8750984626950142,1.0536487513298431
0.1171875,-0.04789279268487023,0.09799475871742581,-0.33552801314892533,1.0970857784854235,1.141745601765304,0.9470237927393861,1.8368593756451004,0.9997908080130605
0.12109375,-0.00257693637604417,-0.31079946456037233,0.809238650784,1.3007701842952941,0.9385370092255025,1.0068310693844884,2.7641212850566403,0.9004549424469772
0.125,0.777383690544514,-0.15611357645205282,1.3575132544031538,0.8819345708331282,-0.054872612283267674,1.1747697823988152,1.3950586877695335,1.4312015191373764
0.12890625,-0.4336361438434056,0.19183147427816025,0.5084536003066051,0.46121522991932606,1.1065055157281636,1.5701921097431775,1.8921263527282424,1.3546192726591464
0.1328125,-0.6201356301685443,0.8408145811259957,0.6055656367354838,0.8878468283917991,-0.5981984964784669,1.161902255576822,1.5017203881509549,1.060528629185243
0.13671875,-1.5766678731428163,1.529210328985799,0.7317481583747545,0.6213792283734503,0.7724883902976594,0.6047760991141214,1.654513140284274,0.349032776683009
0.140625,-0.5480676301105443,0.5595169460858659,0.2564384173890877,-0.0049304006305673775,-0.01231859303017832,-0.30175417934751175,0.5730082859017624,0.2152368355651878
0.14453125,-0.7146344585382031,0.8027342024169738,0.5688495078807544,0.04081943524931958,-0.5107232738259471,0.8138261006013188,1.2322658034139753,1.5600022260273998
0.1484375,-2.083790296464027,0.43626309997011403,0.7562374772225608,-0.7501549842306886,-0.8928046009136348,0.4667000642134904,0.23464648549094824,0.6329966607530615
0.15234375,0.40818827400341806,1.2519082019997878,0.8180400094239294,-0.5195703440721237,-0.7420586588453546,0.11586817583020582,-0.33666473973990485,1.239001281182855
0.15625,-0.7463437797861254,0.9890379179294352,0.32268322061571464,-0.708949858863732,-1.4128201565118093,-0.3312847484730192,0.03357961300192197,-0.4282189121061871
0.16015625,-1.32918394700997,1.1658506975154665,0.07052280037464131,-0.4074098630556361,-0.9412748552713388,-1.1360847785131751,-0.20003533780785665,-0.1233744613158833
0.1640625,0.02766029534021397,0.15512691403526827,-0.2911470608127686,-0.006252188823036686,-1.121849679228435,-0.7811448603783442,-0.47506111778809645,-0.5289390964751779
0.16796875,-0.1885476802474803,0.9278829963286767,-1.5436944363171754,-1.1016161326771343,-0.13621908688255668,-0.5040771721881435,-0.30378506814769146,-1.0345910435226235
0.171875,-0.021145500331577916,0.5113432383155325,-1.4625189958009943,-1.204667561530836,-0.6210698124602305,-0.6392719604407004,-0.07388509129789436,-1.3579562004301393
0.17578125,0.8058496195716902,0.8669530032743215,-0.4684873176142756,-0.2747242375314307,-0.9189759156214974,-0.5539108089521589,-0.39613498062855224,-1.5876984913195153
0.1796875,-0.22769651884595477,-0.11270550224617353,-1.0025780331575507,-0.45846135132921373,-0.1539470683424154,0.04971022531331338,0.3382464348287036,-0.5915381796369905
0.18359375,0.48246954872992687,-0.09656477414030537,-0.8912905075247286,-0.6326720999570462,0.13709949114215603,-1.4130875971213337,-0.3591730039028296,-0.9245548046862707
0.1875,0.7815798487956651,-0.38539144839522815,-0.9027618466170613,-0.40454641197243213,0.3619313359908283,-1.0634215919539403,0.2713086830253632,-1.3824536117289246
0.19140625,0.4487050720325655,-0.5834675019954352,-0.8075871899909917,0.047970451431682964,0.2729028782476115,-0.7750618913414,1.383184027136618,0.3081409528735951
